Agency_Name,Outlayed_Amount
"Department of Energy",175221.57
"Department of Energy",50252.61
"Department of Energy",439034.35
"Department of Energy",6689601.15
"Department of Energy",19089.00
"Department of Energy",27294.55
"Department of Energy",12897.00
"Department of Energy",6703361.53
"Department of Energy",6566.40
"Department of Energy",319463.88
"Department of Energy",615161.04
"Department of Energy",246397.46
"Department of Energy",159541.57
"Department of Energy",973426.40
"Department of Energy",270325.20
"Department of Energy",330386.50
"Department of Energy",1566250.31
"Department of Energy",95957.10
"Department of Energy",825517.68
"Department of Energy",619491.20
"Department of Energy",1266345.60
"Department of Energy",3758535.50
"Department of Energy",4661.47
"Department of Energy",2912.24
"Department of Energy",0.00
"Department of Energy",310601.60
"Department of Energy",760610.40
"Department of Energy",2363874.44
"Department of Energy",834531.96
"Department of Energy",3297053.55
"Department of Energy",623787.12
"Department of Energy",697079.72
"Department of Energy",6065635.96
"Department of Energy",295716.34
"Department of Energy",43955.29
"Department of Energy",239070873.08
"Department of Energy",5225.00
"Department of Energy",4028348.92
"Department of Energy",239229.67
"Department of Energy",23016.15
"Department of Energy",906102522.83
"Department of Energy",83317078.42
"Department of Energy",75384008.51
"Department of Energy",0.00
"Department of Energy",12763.54
"Department of Energy",101936.40
"Department of Energy",24242.11
"Department of Energy",23892.16
"Department of Energy",5721489.38
"Department of Energy",328179.20
"Department of Energy",10530.81
"Department of Energy",41718.82
"Department of Energy",40513.14
"Department of Energy",76821.90
"Department of Energy",382635.00
"Department of Energy",23600.00
"Department of Energy",150600.00
"Department of Energy",18741.20
"Department of Energy",15134.40
"Department of Energy",13692.00
"Department of Energy",0.00
"Department of Energy",55352.89
"Department of Energy",73840.47
"Department of Energy",22093.61
"Department of Energy",43900.00
"Department of Energy",315100.00
"Department of Energy",130479.00
"Department of Energy",48744.08
"Department of Energy",11333.00
"Department of Energy",185500.00
"Department of Energy",12000.00
"Department of Energy",60390.00
"Department of Energy",16427.00
"Department of Energy",269560.83
"Department of Energy",1566015.29
"Department of Energy",2503991.44
"Department of Energy",1877278.70
"Department of Energy",1088776.27
"Department of Energy",749659.50
"Department of Energy",468703.17
"Department of Energy",693014.44
"Department of Energy",868167.96
"Department of Energy",391034.82
"Department of Energy",219719.04
"Department of Energy",290580.97
"Department of Energy",579799.61
"Department of Energy",559327.22
"Department of Energy",542061.19
"Department of Energy",678240.13
"Department of Energy",318357.19
"Department of Energy",324040.88
"Department of Energy",2953663.38
"Department of Energy",922367.10
"Department of Energy",659919.46
"Department of Energy",230072.95
"Department of Energy",331993.44
"Department of Energy",378274.71
"Department of Energy",136793.60
"Department of Energy",10762641.73
"Department of Energy",168734.29
"Department of Energy",264566.62
"Department of Energy",316120.44
"Department of Energy",2660203.24
"Department of Energy",18879.52
"Department of Energy",1992380.76
"Department of Energy",56183.25
"Department of Energy",2987437.72
"Department of Energy",2362991.90
"Department of Energy",243631.58
"Department of Energy",748212.12
"Department of Energy",44660.24
"Department of Energy",846407.50
"Department of Energy",497055.99
"Department of Energy",112440.00
"Department of Energy",394286.75
"Department of Energy",1043456.12
"Department of Energy",262033.40
"Department of Energy",566231.60
"Department of Energy",190867.79
"Department of Energy",1068132.09
"Department of Energy",992718.27
"Department of Energy",2553021.75
"Department of Energy",129264.06
"Department of Energy",35465.78
"Department of Energy",25726.31
"Department of Energy",62584.28
"Department of Energy",302832.28
"Department of Energy",194195.40
"Department of Energy",335886.02
"Department of Energy",468262.49
"Department of Energy",164041.13
"Department of Energy",0.00
"Department of Energy",11693810.58
"Department of Energy",0.00
"Department of Energy",1295.00
"Department of Energy",241435.43
"Department of Energy",1206333.01
"Department of Energy",7200.00
"Department of Energy",583355.54
"Department of Energy",1492147.76
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",2035.33
"Department of Energy",1212.00
"Department of Energy",88881.60
"Department of Energy",0.00
"Department of Energy",930012.91
"Department of Energy",172346.40
"Department of Energy",390736.80
"Department of Energy",51916.15
"Department of Energy",35828.70
"Department of Energy",772011.36
"Department of Energy",7795.74
"Department of Energy",230.06
"Department of Energy",34561.80
"Department of Energy",124603423.86
"Department of Energy",2609053.31
"Department of Energy",1307235204.68
"Department of Energy",10900513.60
"Department of Energy",73269.50
"Department of Energy",336185.97
"Department of Energy",190563.45
"Department of Energy",94080.00
"Department of Energy",39000.00
"Department of Energy",485416.57
"Department of Energy",60791.25
"Department of Energy",146252.33
"Department of Energy",525772.79
"Department of Energy",13916.81
"Department of Energy",466312.20
"Department of Energy",612185.20
"Department of Energy",67019.46
"Department of Energy",79508.31
"Department of Energy",364990.81
"Department of Energy",410119.20
"Department of Energy",461171.55
"Department of Energy",86583.64
"Department of Energy",359109.58
"Department of Energy",0.00
"Department of Energy",95672.60
"Department of Energy",105218.41
"Department of Energy",62398.58
"Department of Energy",179551.83
"Department of Energy",850348.69
"Department of Energy",299896.58
"Department of Energy",1051086.25
"Department of Energy",2262056.68
"Department of Energy",262863.17
"Department of Energy",490601.20
"Department of Energy",118261.45
"Department of Energy",141651.06
"Department of Energy",568336.00
"Department of Energy",93659.08
"Department of Energy",220176.00
"Department of Energy",205990.40
"Department of Energy",50685.80
"Department of Energy",622203.66
"Department of Energy",468568.84
"Department of Energy",897278.40
"Department of Energy",129118.26
"Department of Energy",310896.83
"Department of Energy",8087257.22
"Department of Energy",1866534.45
"Department of Energy",193840.28
"Department of Energy",2410450.92
"Department of Energy",1242412.80
"Department of Energy",265852.02
"Department of Energy",746681.60
"Department of Energy",562741.59
"Department of Energy",324647.20
"Department of Energy",391379.60
"Department of Energy",11869.85
"Department of Energy",93172.80
"Department of Energy",353471.81
"Department of Energy",19225.06
"Department of Energy",0.00
"Department of Energy",393016.96
"Department of Energy",102201.60
"Department of Energy",180998.87
"Department of Energy",180089.60
"Department of Energy",28139.00
"Department of Energy",53757.90
"Department of Energy",286669.04
"Department of Energy",239255.68
"Department of Energy",180360.00
"Department of Energy",0.00
"Department of Energy",2227202.46
"Department of Energy",54400.00
"Department of Energy",145674.00
"Department of Energy",602739.00
"Department of Energy",364051.12
"Department of Energy",839720.32
"Department of Energy",472554.50
"Department of Energy",573480.00
"Department of Energy",5379272.52
"Department of Energy",3944.00
"Department of Energy",2473.26
"Department of Energy",232460.64
"Department of Energy",151287.10
"Department of Energy",171373.11
"Department of Energy",2108722.75
"Department of Energy",678548.00
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",1981314.21
"Department of Energy",182166.44
"Department of Energy",57092.31
"Department of Energy",155443.71
"Department of Energy",108934.18
"Department of Energy",459481.73
"Department of Energy",140934.81
"Department of Energy",116766.80
"Department of Energy",325093.79
"Department of Energy",324809.34
"Department of Energy",147132.43
"Department of Energy",178729.92
"Department of Energy",180419.14
"Department of Energy",209237.24
"Department of Energy",201887.83
"Department of Energy",155040.00
"Department of Energy",401653.47
"Department of Energy",20536.08
"Department of Energy",221463.96
"Department of Energy",120627.64
"Department of Energy",972278.00
"Department of Energy",222170.47
"Department of Energy",270178.02
"Department of Energy",92680.88
"Department of Energy",62290.62
"Department of Energy",243709.57
"Department of Energy",563949.12
"Department of Energy",289407.88
"Department of Energy",294879.64
"Department of Energy",263110.01
"Department of Energy",1283955.09
"Department of Energy",284855.52
"Department of Energy",519141.30
"Department of Energy",296540.00
"Department of Energy",319683.52
"Department of Energy",826204.82
"Department of Energy",231318.10
"Department of Energy",73500.00
"Department of Energy",303654.04
"Department of Energy",39411.81
"Department of Energy",102622.85
"Department of Energy",17745.10
"Department of Energy",4205244.15
"Department of Energy",79010.49
"Department of Energy",0.00
"Department of Energy",50832.00
"Department of Energy",54000.00
"Department of Energy",20124.72
"Department of Energy",105943.60
"Department of Energy",2797097.37
"Department of Energy",753367.74
"Department of Energy",22775.25
"Department of Energy",25736.87
"Department of Energy",51848.13
"Department of Energy",173834.34
"Department of Energy",161141.35
"Department of Energy",73713.50
"Department of Energy",77759.43
"Department of Energy",203403.39
"Department of Energy",116341.67
"Department of Energy",6781885.31
"Department of Energy",94656.14
"Department of Energy",251892.16
"Department of Energy",86814.48
"Department of Energy",91657.07
"Department of Energy",290652.58
"Department of Energy",52361.40
"Department of Energy",0.00
"Department of Energy",0.00
"Department of Energy",174434.98
"Department of Energy",29641.00
"Department of Energy",3940.20
"Department of Energy",111146.11
"Department of Energy",397973.02
"Department of Energy",348720.30
"Department of Energy",2444731.80
"Department of Energy",3576577.15
"Department of Energy",30598.48
